Id,Name,Score,Genres,English,Japanese,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Min_Duration,Aired_Start,Aired_End,Premiered_Year,Premiered_Season
12413,Jormungand,7.85,"Action, Adventure, Seinen",Jormungand,ヨルムンガンド,TV,12,Geneon Universal Entertainment,Funimation,White Fox,Manga,24 min. per ep.,R+,740,528,270163,2515,24.0,"Apr 11, 2012","Jun 27, 2012",2012,Spring
12419,Guilty Crown: Kiseki - Reassortment,7.15,"Action, Sci-Fi, Super Power",Guilty Crown Locus:Reassortment,ギルティクラウン 軌跡： Reassortment,Special,1,Unknown,Unknown,Production I.G,Original,48 min.,R-17+,2988,2821,32914,47,48.0,"Jan 3, 2012",Unknown,Unknown,Unknown
12429,Last Exile: Ginyoku no Fam - Adjournment,6.49,"Action, Sci-Fi, Adventure","Last Exile:Fam, the Silver Wing Recaps",ラストエグザイル-銀翼のファム-,Special,2,Unknown,Funimation,Gonzo,Unknown,24 min. per ep.,PG-13,5960,6058,5867,1,24.0,"Dec 17, 2011","Feb 11, 2012",Unknown,Unknown
12431,Uchuu Kyoudai,8.52,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",Space Brothers,宇宙兄弟,TV,99,Aniplex,Sentai Filmworks,A-1 Pictures,Manga,24 min. per ep.,PG-13,95,991,150428,3404,24.0,"Apr 1, 2012","Mar 22, 2014",2012,Spring
12433,Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,6.1,Mystery,Unknown,極限脱出ADV 善人シボウデス プロモーションアニメ,ONA,1,Unknown,Unknown,Gonzo,Visual novel,12 min.,R-17+,7822,6853,4344,8,12.0,"Dec 11, 2011",Unknown,Unknown,Unknown
12437,Yuri Seijin Naoko-san (2012),6.5,"Comedy, Shoujo Ai",Unknown,百合星人ナオコサン,OVA,1,Aniplex,Unknown,ufotable,Manga,28 min.,PG-13,5921,4680,11332,21,28.0,"Feb 15, 2012",Unknown,Unknown,Unknown
12439,"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""",6.4,"Action, Military, Sci-Fi, Drama, Mecha",Unknown,"装甲騎兵ボトムズVOL.I STORIES OF THE ""A.T.VOTOMS""",OVA,1,Unknown,Maiden Japan,Sunrise,Original,55 min.,PG-13,6397,11493,650,0,55.0,"Jun 21, 1985",Unknown,Unknown,Unknown
12441,"Soukou Kihei Votoms Vol.II: Highlights from the ""A.T.Votoms""",6.18,"Action, Military, Sci-Fi, Drama, Mecha",Unknown,"装甲騎兵ボトムズVOL.II HIGHLIGHTS FROM THE ""A.T.VOTOMS""",OVA,1,Unknown,Maiden Japan,Sunrise,Original,57 min.,PG,7471,11714,598,1,57.0,"Jul 20, 1985",Unknown,Unknown,Unknown
12445,Tasogare Otome x Amnesia,7.86,"Horror, Mystery, Romance, School, Shounen, Supernatural",Dusk Maiden of Amnesia,黄昏乙女×アムネジア,TV,12,Square Enix,Sentai Filmworks,SILVER LINK.,Manga,23 min. per ep.,R-17+,729,436,316252,4053,23.0,"Apr 9, 2012","Jun 25, 2012",2012,Spring
12447,Ben-To Picture Drama,6.11,Comedy,Unknown,ベン・トー,Special,6,AT-X,Unknown,David Production,Light novel,9 min. per ep.,PG-13,7758,4831,10380,4,9.0,"Dec 21, 2011","May 16, 2012",Unknown,Unknown
12449,Maken-Ki! Specials,6.19,"Ecchi, Sports",Maken-ki! Secret Training,マケン姫っ！ ドキドキッ！マケン姫っ！秘密の訓練,Special,6,AIC,Funimation,Unknown,Manga,10 min. per ep.,R+,7429,3277,25114,20,10.0,"Dec 21, 2011","May 25, 2012",Unknown,Unknown
12455,Yuu☆Yuu☆Hakusho: Mu Mu Hakusho - Nightmare Hakusho,6.58,Comedy,Unknown,幽☆遊☆白書 夢夢白書,OVA,4,Unknown,Funimation,Studio Pierrot,Manga,2 min. per ep.,PG-13,5510,5537,7428,5,2.0,1993,1996,Unknown,Unknown
12461,Hiiro no Kakera,6.74,"Fantasy, Romance, Shoujo, Supernatural",Hiiro no Kakera:The Tamayori Princess Saga,緋色の欠片,TV,13,Bandai Visual,Sentai Filmworks,Studio Deen,Visual novel,24 min. per ep.,PG-13,4716,1482,93779,436,24.0,"Apr 1, 2012","Jun 24, 2012",2012,Spring
12467,Nazo no Kanojo X,7.25,"Romance, School, Seinen",Mysterious Girlfriend X,謎の彼女X,TV,13,Starchild Records,Sentai Filmworks,Hoods Entertainment,Manga,24 min. per ep.,R-17+,2553,725,202006,1876,24.0,"Apr 8, 2012","Jul 1, 2012",2012,Spring
12471,Eureka Seven AO,6.7,"Action, Adventure, Drama, Mecha, Sci-Fi",Unknown,エウレカセブンAO,TV,24,Bandai Visual,Funimation,Bones,Manga,24 min. per ep.,PG-13,4903,1607,83704,207,24.0,"Apr 13, 2012","Nov 20, 2012",2012,Spring
12477,Sakasama no Patema,8.05,"Adventure, Sci-Fi",Patema Inverted,サカサマのパテマ,Movie,1,Directions,NYAV Post,Studio Rikka,Original,1 hr. 39 min.,PG-13,472,673,217778,1199,99.0,"Nov 9, 2013",Unknown,Unknown,Unknown
12481,Gregory Horror Show: The Second Guest,6.64,"Mystery, Comedy, Horror, Demons, Supernatural",Unknown,グレゴリーホラーショー - The Second Guest,TV,25,VAP,Geneon Universal Entertainment,Milky Cartoon,Original,3 min. per ep.,PG,5174,9698,1416,8,3.0,"Apr 1, 2000","Oct 1, 2000",2000,Spring
12483,Gregory Horror Show: The Last Train,6.3,"Mystery, Comedy, Horror, Demons, Supernatural, Vampire",Unknown,グレゴリーホラーショー - The Last Train,TV,26,VAP,Geneon Universal Entertainment,Milky Cartoon,Original,3 min. per ep.,Unknown,6889,10030,1219,5,3.0,"Oct 7, 2000","Mar 31, 2001",2000,Fall
12485,Gregory Horror Show: The Bloody Karte,5.79,"Mystery, Comedy, Horror, Demons, Supernatural",Unknown,グレゴリーホラーショー - The Bloody Karte,Special,12,VAP,Geneon Universal Entertainment,Milky Cartoon,Original,3 min. per ep.,PG-13,8867,10669,902,1,3.0,"Apr 7, 2001","Jun 30, 2001",Unknown,Unknown
12487,Kyoukaisenjou no Horizon II,7.55,"Action, Fantasy, Sci-Fi",Horizon in the Middle of Nowhere II,境界線上のホライゾンII,TV,13,Bandai Visual,Sentai Filmworks,Sunrise,Light novel,24 min. per ep.,R+,1426,1791,72010,347,24.0,"Jul 8, 2012","Sep 30, 2012",2012,Summer
12499,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.6,"Comedy, Seinen",Unknown,映画 クレヨンしんちゃん 嵐を呼ぶ!オラと宇宙のプリンセス,Movie,1,Unknown,Unknown,Shin-Ei Animation,Manga,1 hr. 50 min.,G,5381,8192,2584,1,110.0,"Apr 14, 2012",Unknown,Unknown,Unknown
12501,Ai Mai! Moe Can Change!,5.56,"Comedy, Sci-Fi",Unknown,あいまい! 萌えCanちぇんじ!,OVA,1,Frontier Works,Unknown,Unknown,Game,24 min.,PG-13,9524,5813,6573,10,24.0,"May 25, 2012",Unknown,Unknown,Unknown
12503,Mirai Nikki (TV): Ura Mirai Nikki,6.52,"Action, Comedy, Supernatural",The Future Diary Specials,未来日記 裏未来日記,Special,10,Unknown,Funimation,Asread,Manga,2 min. per ep.,R-17+,5786,2236,50870,90,2.0,"Jan 27, 2012","Aug 31, 2012",Unknown,Unknown
12505,C³: Rikan Gakkou Confusion!,6.75,"Action, Comedy, Supernatural, Ecchi, School",C³ - CubexCursedxCurious Special,-シーキューブ- 林間学校こんふゅーじょん!,Special,1,Unknown,Funimation,SILVER LINK.,Light novel,30 min.,PG-13,4660,3242,25439,10,30.0,"Apr 25, 2012",Unknown,Unknown,Unknown
12521,Tentoumushi no Otomurai,5.25,"Music, Dementia",Ladybirds' Requiem,てんとう虫のおとむらい,Movie,1,Unknown,Unknown,Unknown,Original,5 min.,G,10232,12091,508,1,5.0,2006,Unknown,Unknown,Unknown
12531,Sakamichi no Apollon,8.36,"Drama, Josei, Music, Romance, School",Kids on the Slope,坂道のアポロン,TV,12,Dentsu,Sentai Filmworks,Tezuka Productions,Manga,22 min. per ep.,PG-13,176,494,284901,5914,22.0,"Apr 13, 2012","Jun 29, 2012",2012,Spring
12549,"Dakara Boku wa, H ga Dekinai.",6.64,"Comedy, Supernatural, Romance, Ecchi","So, I Can't Play H!",だから僕は、Hができない。,TV,12,Geneon Universal Entertainment,Sentai Filmworks,feel.,Light novel,25 min. per ep.,R+,5177,414,332158,825,25.0,"Jul 6, 2012","Sep 25, 2012",2012,Summer
12551,Jisshuusei,5.24,Hentai,Unknown,実習生,OVA,1,Unknown,Unknown,Image House,Visual novel,30 min.,Hentai,0,11803,573,0,30.0,"Jun 25, 2002",Unknown,Unknown,Unknown
12561,Benkei tai Ushiwaka,5.4,"Action, Comedy",Unknown,べんけい対ウシワカ,Movie,1,Unknown,Unknown,Unknown,Other,13 min.,G,9925,10431,1018,1,13.0,"Jul, 1939",Unknown,Unknown,Unknown
12565,Fate/Prototype,6.73,"Action, Supernatural, Magic, Romance, Fantasy, Shounen",Unknown,Fate/Prototype,OVA,1,Notes,Unknown,Lerche,Original,12 min.,PG-13,4761,1546,88819,113,12.0,"Dec 31, 2011",Unknown,Unknown,Unknown
12569,Himitsu no Akko-chan (Movie),6.03,"Magic, School, Shoujo",Unknown,ひみつのアッコちゃん,Movie,1,Unknown,Unknown,Toei Animation,Unknown,25 min.,G,8119,11910,547,0,25.0,"Mar 13, 1989",Unknown,Unknown,Unknown
12579,Itsuka Tenma no Kuro Usagi Picture Drama,6.17,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",A Dark Rabbit has Seven Lives Picture Drama,いつか天魔の黒ウサギ ピクチャードラマ,Special,6,Unknown,Unknown,Zexcs,Light novel,10 min. per ep.,R+,7489,6016,6006,1,10.0,"Sep 30, 2011","Feb 24, 2012",Unknown,Unknown
12581,Asa made Jugyou Chu!,6.13,"Comedy, Ecchi, Romance, School",Unknown,朝まで授業chu!,OVA,1,Media Factory,Unknown,GoHands,Manga,29 min.,R+,7672,2431,43583,90,29.0,"Jun 23, 2012",Unknown,Unknown,Unknown
12585,Inazuma Eleven Go Specials,6.69,"Sports, Super Power, Shounen",Unknown,イナズマイレブンGO特別編,Special,2,Unknown,Unknown,OLM,Unknown,23 min. per ep.,G,4969,6629,4743,9,23.0,"Dec 8, 2011","Dec 23, 2011",Unknown,Unknown
12599,Ijime: Ikenie no Kyoushitsu,5.21,"Drama, Shoujo",Unknown,いじめ 〜いけにえの教室〜,OVA,1,Shogakukan-Shueisha Productions,Unknown,SynergySP,Manga,14 min.,PG-13,10320,9631,1466,1,14.0,"Feb 3, 2012",Unknown,Unknown,Unknown
12603,Tora-chan to Hanayome,5.56,Drama,Little Tiger and Bride,トラちゃんと花嫁,Movie,1,Unknown,Unknown,Unknown,Original,17 min.,G,9524,10719,895,2,17.0,"Feb, 1948",Unknown,Unknown,Unknown
12611,Sengoku Collection,6.44,"Fantasy, Parody, Samurai",Sengoku Collection,戦国コレクション,TV,26,TV Tokyo,Nozomi Entertainment,Brain's Base,Game,24 min. per ep.,PG-13,6234,3518,21564,26,24.0,"Apr 6, 2012","Sep 28, 2012",2012,Spring
12637,"Mogyutto ""Love"" de Sekkinchuu!",7.21,Music,Unknown,"もぎゅっと""love""で接近中！",Music,1,Lantis,Unknown,Sunrise,Music,6 min.,PG-13,2752,4591,11747,15,6.0,"Feb 15, 2012",Unknown,Unknown,Unknown
12651,Danball Senki W,7.05,"Action, Kids, Mecha",LBX:Little Battlers eXperience Season 2,ダンボール戦機 Ｗ,TV,58,Unknown,Dentsu Entertainment USA,OLM,Game,20 min. per ep.,G,3457,6735,4559,31,20.0,"Jan 18, 2012","Mar 20, 2013",2012,Winter
12663,Patalliro! Stardust Keikaku,6.51,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",Unknown,パタリロ！スターダスト計画,Movie,1,Unknown,Unknown,Toei Animation,Manga,48 min.,PG-13,5828,10349,1057,1,48.0,"Jul 10, 1983",Unknown,Unknown,Unknown
12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal",6.32,Comedy,"YuruYuri:For Whatever Reason, Never Ending, Heart Throbbing, Pitter-patter, Paradox Eternal",ゆるゆり どうして☆止まらない☆トキメキ☆ドキドキ☆パラドクス☆エターナル,Special,1,Pony Canyon,Unknown,Doga Kobo,Unknown,3 min.,PG-13,6807,3541,21338,30,3.0,"Nov 16, 2011",Unknown,Unknown,Unknown
12669,Amagami SS+ Plus: Extra Episode+ Plus,7.23,Romance,Unknown,アマガミSS+ plus エクストラ・エピソード+ plus,Special,6,Unknown,Unknown,AIC,Visual novel,3 min. per ep.,PG-13,2639,3012,29479,27,3.0,"Apr 4, 2012","Sep 5, 2012",Unknown,Unknown
12671,Pokemon Movie 15: Kyurem vs. Seikenshi,6.44,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Pokemon the Movie:Kyurem VS. The Sword of Justice,劇場版 ポケットモンスター ベストウイッシュ キュレムVS聖剣士,Movie,1,TV Tokyo,The Pokemon Company International,OLM,Game,1 hr. 11 min.,PG,6230,2790,33728,9,71.0,"Jul 14, 2012",Unknown,Unknown,Unknown
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,7.2,"Comedy, Romance, Slice of Life",Unknown,パパのいうことを聞きなさい！ぽっかぽか,Special,1,Unknown,Unknown,feel.,Light novel,24 min.,PG-13,2781,2743,34813,21,24.0,"Jul 11, 2012",Unknown,Unknown,Unknown
12677,Ozma,6.11,"Action, Sci-Fi, Adventure",Ozma,オズマ,TV,6,WOWOW,Unknown,Gonzo,Original,24 min. per ep.,PG-13,7746,4287,13949,8,24.0,"Mar 17, 2012","Apr 21, 2012",2012,Spring
12679,Joshiraku,7.49,"Slice of Life, Comedy, Shounen",Joshiraku,じょしらく,TV,13,Starchild Records,Unknown,J.C.Staff,Manga,24 min. per ep.,PG-13,1598,1452,95565,415,24.0,"Jul 6, 2012","Sep 28, 2012",2012,Summer
12685,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland,6.45,"Comedy, Parody, Fantasy",Code Geass:Nunnally in Wonderland,コードギアス 反逆のルルーシュ ナナリーinワンダーランド,OVA,1,Unknown,Unknown,Sunrise,Original,28 min.,PG-13,6157,2014,59400,49,28.0,"Jul 27, 2012",Unknown,Unknown,Unknown
12689,Kiss Dum R: Meguriahi,6.15,"Mecha, Military, Sci-Fi",Unknown,キスダムR:メグリアヒ,Special,1,Bandai Visual,Unknown,Satelight,Original,23 min.,PG-13,7577,10327,1063,0,23.0,"Oct 19, 2008",Unknown,Unknown,Unknown
12695,Tight-rope,7.07,"Romance, Shounen Ai",Tight-rope,タイトロープ,OVA,2,Unknown,Unknown,PrimeTime,Manga,23 min. per ep.,PG-13,3337,2590,38770,131,23.0,"May 30, 2012","Jun 27, 2012",Unknown,Unknown
12699,Tales of Gekijou,6.61,Comedy,Unknown,ているず おぶ 劇場,Special,5,Unknown,Unknown,Sunrise,Game,5 min. per ep.,G,5311,7052,4046,8,5.0,"Jan 1, 2012","Feb 23, 2012",Unknown,Unknown
12709,Tales of Symphonia The Animation: Sekai Tougou-hen Specials,7.04,Comedy,Unknown,テイルズ オブ シンフォニア THE ANIMATION 世界統合編,Special,3,Unknown,Unknown,ufotable,Game,6 min. per ep.,G,3485,6193,5580,5,6.0,"Nov 23, 2011","Oct 24, 2012",Unknown,Unknown
12711,Uta no☆Prince-sama♪ Maji Love 2000%,7.25,"Comedy, Harem, Music, Romance, School, Shoujo",Uta no Prince Sama 2,うたの☆プリンスさまっ♪ マジLOVE2000%,TV,13,Showgate,Sentai Filmworks,A-1 Pictures,Visual novel,25 min. per ep.,PG-13,2562,1454,96030,655,25.0,"Apr 4, 2013","Jun 27, 2013",2013,Spring
12715,The Hakkenden: Shin Shou,6.51,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",The Hakkenden:Legend of the Dog Warriors Part 2,THE八犬伝 新章,OVA,7,Pioneer LDC,Geneon Universal Entertainment,AIC,Novel,30 min. per ep.,R-17+,5860,8690,2102,3,30.0,"Nov 25, 1993","Mar 25, 1995",Unknown,Unknown
12725,Initial D: Project D to the Next Stage - Project D e Mukete,7.5,"Action, Cars, Sports, Drama, Seinen",Unknown,頭文字D to the Next Stage ～プロジェクトDへ向けて～,Special,1,OB Planning,Unknown,Unknown,Manga,1 hr. 10 min.,PG-13,1580,5421,7808,1,70.0,"Mar 22, 2003",Unknown,Unknown,Unknown
12727,Thermae Romae Specials,6.9,"Comedy, Historical, Seinen",Thermae Romae,テルマエ・ロマエ,Special,2,Unknown,Discotek Media,DLE,Unknown,24 min. per ep.,PG-13,4049,7886,2943,0,24.0,"Apr 20, 2012",Unknown,Unknown,Unknown
12729,High School DxD OVA,7.3,"Comedy, Demons, Ecchi, Romance, School",Unknown,ハイスクールD×D OVA,OVA,2,Genco,Unknown,TNK,Light novel,23 min. per ep.,R+,2335,702,209100,580,23.0,"Sep 6, 2012","May 31, 2013",Unknown,Unknown
12745,Bari Bari Densetsu (1987),6.62,"Action, Drama, Shounen, Sports",Unknown,バリバリ伝説,Movie,1,Unknown,Unknown,Studio Pierrot,Manga,1 hr. 25 min.,PG-13,5281,9427,1592,9,85.0,"Aug 1, 1987",Unknown,Unknown,Unknown
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,7.29,"Action, Game, Mystery, Shounen",Phi-Brain ~ Puzzle of God:The Orpheus Order,ファイ・ブレイン ～神のパズル オルペウス・オーダー編,TV,25,NHK,Sentai Filmworks,Sunrise,Original,25 min. per ep.,PG-13,2398,2449,43112,46,25.0,"Apr 8, 2012","Sep 23, 2012",2012,Spring
12769,Yumemakura Baku Twilight Gekijou,5.68,"Horror, Psychological",Unknown,夢枕 獏 とわいらいと劇場,OVA,4,Dynamic Planning,Unknown,Studio Pierrot,Novel,15 min. per ep.,R+,9232,10611,939,0,15.0,"May 21, 1991","Nov 21, 1991",Unknown,Unknown
12783,Sora no Otoshimono Final: Eternal My Master,6.77,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",Unknown,そらのおとしものＦｉｎａｌ永遠の私の鳥籠［エターナルマイマスター］,Movie,1,Nippon Columbia,Unknown,Production IMS,Manga,49 min.,PG-13,4595,1670,79740,296,49.0,"Apr 26, 2014",Unknown,Unknown,Unknown
12789,Yasashii Lion,5.51,"Fantasy, Kids, Music",Unknown,やさしいライオン,Movie,1,Mushi Production,Unknown,Unknown,Picture book,27 min.,G,9642,11936,538,0,27.0,"Mar 21, 1970",Unknown,Unknown,Unknown
12791,Yankee Reppuu-tai,Unknown,"Adventure, Drama, Shounen",Unknown,ヤンキー烈風隊,OVA,6,Unknown,Unknown,Toei Animation,Manga,50 min. per ep.,R-17+,12939,13159,333,1,50.0,"Mar 17, 1989","Apr 21, 1996",Unknown,Unknown
12795,Yajikita Gakuen Douchuuki,5.72,"Adventure, Martial Arts, School, Shoujo",Unknown,やじきた学園道中記,OVA,2,Unknown,Unknown,J.C.Staff,Manga,40 min. per ep.,PG-13,9113,10803,864,0,40.0,"Sep 15, 1989","Jul 25, 1991",Unknown,Unknown
12803,Chinkoroheibei Tamatebako,5.22,"Kids, Fantasy, Comedy",Chinkoroheibei and the Treasure Box,ちんころ平平玉手箱,Movie,1,Unknown,Unknown,Unknown,Original,8 min.,G,10304,11330,693,0,8.0,1936,Unknown,Unknown,Unknown
12815,Shirokuma Cafe,7.94,"Slice of Life, Comedy, Josei",Polar Bear Cafe,しろくまカフェ,TV,50,TV Tokyo,Unknown,Studio Pierrot,Manga,24 min. per ep.,G,613,1734,75553,865,24.0,"Apr 5, 2012","Mar 28, 2013",2012,Spring
12823,Shakugan no Shana-tan III (Final): Final Destruction,7.06,"Comedy, Parody",Unknown,灼眼のシャナたん　ふぁいなるですとらくしょん,Special,2,Unknown,Funimation,J.C.Staff,Unknown,8 min. per ep.,PG-13,3417,3836,17880,17,8.0,"Jan 27, 2012","May 30, 2012",Unknown,Unknown
12851,Ultraman USA,5.63,"Action, Adventure, Sci-Fi",Unknown,ウルトラマンUSA,Movie,1,Tsuburaya Productions,Unknown,Unknown,Other,1 hr. 20 min.,PG-13,9324,10776,862,0,80.0,"Apr 15, 1989",Unknown,Unknown,Unknown
12857,Star Driver the Movie,6.67,"Action, Mecha, Romance, Shounen",Unknown,スタードライバー THE MOVIE,Movie,1,Aniplex,Unknown,Bones,Original,2 hr. 30 min.,PG-13,5030,4708,11133,7,150.0,"Feb 9, 2013",Unknown,Unknown,Unknown
12859,One Piece Film: Z,8.18,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",One Piece Film Z,ワンピース　フィルム　﻿Ｚ,Movie,1,Shueisha,Funimation,Toei Animation,Manga,1 hr. 47 min.,PG-13,326,826,181778,674,107.0,"Dec 15, 2012",Unknown,Unknown,Unknown
12863,Pretty Rhythm: Dear My Future,6.68,"Slice of Life, Sports, Music, Shoujo",Unknown,プリティーリズム ディアマイフューチャー,TV,51,Unknown,Unknown,Tatsunoko Production,Game,23 min. per ep.,PG,5018,5731,6813,38,23.0,"Apr 7, 2012","Mar 30, 2013",2012,Spring
12867,Tsuki no Sango,6.12,Drama,Unknown,月の珊瑚,Movie,1,Unknown,Unknown,ufotable,Other,3 min.,G,7728,6972,4141,5,3.0,"Dec 21, 2010",Unknown,Unknown,Unknown
12875,Ginga e Kickoff!!,7.24,"Sports, Shounen",Unknown,銀河へキックオフ!!,TV,39,NHK,Unknown,TYO Animations,Novel,25 min. per ep.,PG,2611,3630,20414,97,25.0,"Mar 26, 2012","Feb 26, 2013",2012,Spring
12877,Bokura no: Tsuisou,6.11,"Sci-Fi, Psychological, Drama, Mecha",Unknown,ぼくらの,Special,1,Unknown,Unknown,Gonzo,Manga,23 min.,R-17+,7742,7926,2877,1,23.0,"Jul 24, 2007",Unknown,Unknown,Unknown
12879,Dantalian no Shoka: Ibarahime,7.18,"Action, Historical, Mystery",The Mystic Archives of Dantalian:Ibarahime,ダンタリアンの書架 荊姫,OVA,1,TV Tokyo,Unknown,Gainax,Light novel,24 min.,PG-13,2852,3718,19395,12,24.0,"Aug 9, 2012",Unknown,Unknown,Unknown
12881,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,5.85,"Comedy, Drama, Harem, Romance, Sci-Fi",Unknown,月は東に日は西に〜Operation Sanctuary〜 OVA,OVA,4,Radix,Unknown,Unknown,Visual novel,12 min. per ep.,PG-13,8675,10399,1027,2,12.0,"Dec 12, 2004",Unknown,Unknown,Unknown
12883,Tsuritama,7.7,"Comedy, Sci-Fi, Slice of Life, Sports",tsuritama,つり球,TV,12,Aniplex,Sentai Filmworks,A-1 Pictures,Original,23 min. per ep.,PG-13,1016,1042,143088,2286,23.0,"Apr 13, 2012","Jun 29, 2012",2012,Spring
12893,Danshi Koukousei no Nichijou Specials,7.86,"Comedy, School, Shounen, Slice of Life",Daily Lives of High School Boys Specials,男子高校生の日常,Special,6,Unknown,Unknown,Sunrise,Web manga,3 min. per ep.,PG-13,723,1349,104089,181,3.0,"Apr 3, 2012","Sep 4, 2012",Unknown,Unknown
12899,Ucchare Goshogawara,Unknown,"Martial Arts, School, Shounen, Sports",Unknown,うっちゃれ五所瓦,OVA,1,Unknown,Unknown,J.C.Staff,Manga,50 min.,PG-13,12640,13053,344,0,50.0,"Oct 25, 1991",Unknown,Unknown,Unknown
12901,TWD Express Rolling Takeoff,Unknown,"Adventure, Sci-Fi",Unknown,TWD EXPRESS ローリングテイクオフ,Movie,1,Unknown,Unknown,Gallop,Manga,55 min.,R+,12661,14170,249,0,55.0,"Jul 14, 1987",Unknown,Unknown,Unknown
12905,Tsuki ga Noboru made ni,6.38,"Drama, Historical",Unknown,月がのぼるまでに,OVA,1,OB Planning,Unknown,Unknown,Other,40 min.,G,6500,10838,843,0,40.0,"Nov 8, 1991",Unknown,Unknown,Unknown
12907,Sekiei Ayakashi Mangatan,5.78,"Fantasy, Historical, Supernatural",Unknown,石影妖漫画譚,ONA,3,Unknown,Unknown,Unknown,Manga,5 min. per ep.,PG-13,8900,7550,3337,4,5.0,"Feb 2, 2012","Mar 1, 2012",Unknown,Unknown
12917,Madang-eul Naon Amtalg,7.62,"Adventure, Kids, Drama, Fantasy",Daisy:A Hen into the Wild,마당을 나온 암탉,Movie,1,MK Pictures,Unknown,Odolttogi,Book,1 hr. 33 min.,G,1231,7679,3186,16,93.0,"Jul 28, 2011",Unknown,Unknown,Unknown
12921,Morita-san wa Mukuchi. Specials,6.45,"Comedy, School, Slice of Life",Unknown,森田さんは無口。,Special,2,DAX Production,Unknown,Seven,4-koma manga,3 min. per ep.,PG-13,6201,7179,3880,0,3.0,"Jan 27, 2012",Unknown,Unknown,Unknown
12929,Saint Seiya Omega,6.28,"Action, Adventure, Fantasy, Shounen",Unknown,聖闘士星矢Ω,TV,97,Dentsu,Unknown,Toei Animation,Manga,23 min. per ep.,PG-13,6998,2550,39732,178,23.0,"Apr 1, 2012","Mar 30, 2014",2012,Spring
12935,Utakata Hanabi,6.48,Music,Unknown,うたかた花火,Music,1,Sony Music Entertainment,Unknown,Madhouse,Unknown,6 min.,G,5991,8673,2126,4,6.0,"Aug 25, 2010",Unknown,Unknown,Unknown
12951,AWOL,5.62,"Action, Space, Military, Sci-Fi",Unknown,エイウォール,TV,12,BeSTACK,Bandai Entertainment,Studio Deen,Original,30 min. per ep.,PG-13,9362,10597,945,1,30.0,"Jan 7, 1998","Apr 1, 1998",1998,Winter
12955,Cele Kano,6.37,Hentai,Unknown,セレ・カノ,OVA,2,Digital Works,Unknown,Unknown,Manga,26 min. per ep.,Hentai,0,7267,3729,7,26.0,"Apr 20, 2012","Jul 20, 2012",Unknown,Unknown
12957,First Love,6.81,Hentai,Unknown,First Love,OVA,3,Digital Works,Unknown,Unknown,Manga,27 min. per ep.,Hentai,0,5766,6691,44,27.0,"Mar 16, 2012","Oct 19, 2012",Unknown,Unknown
12959,Ojousama☆Yomeiri Kousou!,6.94,Hentai,Unknown,お嬢様☆嫁入り抗争!,OVA,2,Mary Jane,Unknown,Unknown,Light novel,16 min. per ep.,Hentai,0,5103,9128,38,16.0,"Oct 5, 2012","Nov 30, 2012",Unknown,Unknown
12961,Kansen 5: The Daybreak,6.47,Hentai,Unknown,姦染5-THE Daybreak-,OVA,3,Mary Jane,Unknown,Unknown,Visual novel,16 min. per ep.,Hentai,0,5822,6536,25,16.0,"Oct 26, 2012","Apr 13, 2018",Unknown,Unknown
12963,Jewelpet Kira☆Deco!,6.66,"Fantasy, Magic, Shoujo",Unknown,ジュエルペットきら☆デコッ!,TV,52,TV Tokyo,Unknown,Studio Comet,Original,24 min. per ep.,PG,5086,7864,2955,17,24.0,"Apr 7, 2012","Mar 30, 2013",2012,Spring
12965,Jewelpet Movie: Sweets Dance Princess,6.04,"Fantasy, Magic, Shoujo",Unknown,映画ジュエルペット スウィーツダンスプリンセス,Movie,1,Sotsu,Unknown,Studio Comet,Original,1 hr. 3 min.,PG,8051,10218,1105,2,63.0,"Aug 11, 2012",Unknown,Unknown,Unknown
12967,Arcana Famiglia,6.28,"Action, Harem, Supernatural, Romance, Shoujo",La storia della Arcana Famiglia,アルカナ・ファミリア －La storia della Arcana Famiglia－,TV,12,Frontier Works,Sentai Filmworks,J.C.Staff,Visual novel,24 min. per ep.,PG-13,6964,864,172137,340,24.0,"Jul 1, 2012","Sep 16, 2012",2012,Summer
